instagram_account,post_id,post_caption
vamells,vamells_1,Eitssss ga kena🗿
vamells,vamells_2,BMW Efisien 🗿
vamells,vamells_3,86 is back adik adik🗿
vamells,vamells_4,orang kok bingung 🗿
vamells,vamells_5,mobil kok ramah di kantong 🗿
tasyarevina,tasyarevina_1,"These wings may be crafted, but the strength they represent is real. My hands may be gentle, but my spirit is fierce. No longer just ‘me’ but proudly call my self a ‘Mother’ ..."
tasyarevina,tasyarevina_2,Ada ibu ibu guys
tasyarevina,tasyarevina_3,📍Radisson Blu Resort Maldives — where our babymoon turned into a memory of a lifetime.
tasyarevina,tasyarevina_4,"Thank you for all these beautiful pregnancy moments—kalo bukan sama kamu, pasti beda lagi ceritanya. Cheers to more new journeys ahead, together ❤️"
tasyarevina,tasyarevina_5,"Under the sun, beside the one I love, and glowing from within ✨ Rahasia kulit tetap cerah & lembap meski liburan di laut? Noera Collagen Drink — my daily ritual for baby-glow skin, dari dalam 💗"
missnyctagina,missnyctagina_1,"Masih tentang Lampung… Tnyata ada tempat seseru ini di Lampung Jgn lupa klo ksni cobain trip ke pulau wayang dan pulau pahawang Berangkatnya pagi2 bgt supaya bisa lewat di antara 2 tebingnya pulau wayang yg lagi viral itu, qodarullahnya kita ga bisa lewat krn udh kesiangan dan ombaknya udh tinggi😢 mungkin tandanya hrs ksna lagi kelak😬😬✌️ Tp cukup terbayarkan setelah seawalk dan snorkling di Pahawang, secantik itu ikan2nya, apalagi banyak nemo… gemeshhh😍😍 #kinosgina #kinossquad #ibunceritamulu #family #masyaallahtabarakallah #utauti #couple #holiday #lampung"
missnyctagina,missnyctagina_2,"Baju kembaran ini terjadi secara tidak sengaja. Secara random pas packing ternyata masing2 dari kita bawa atasan putih dan bawahan coklat. Sungguh bangga diri inii, ini yg dinamakan keluarga sejiwa sejodoh😛 AZEEEKKK🤣🤣 Walopun tnyata warna outfit kita kaya seragam staff hotel😬🤭 #kinosgina #kinossquad #family #masyaallahtabarakallah #couple #utauti #ibunceritamulu"
missnyctagina,missnyctagina_3,Keluarga apa ini?🫣 #kinosgina #kinossquad #ibunceritamulu #family #utauti #rumahtangga #masyaallahtabarakallah #comedy #couple
missnyctagina,missnyctagina_4,Kliatannya gampang ya trend ini tp klo bawa bocah2 2 tahun yaa ngerjainnya🤣🤣🤣 #kinosgina #kinossquad #family #rumahtangga #masyaallahtabarakallah #couple #utauti #holiday #lampung
missnyctagina,missnyctagina_5,"Yeaaaay WE MADE IT!!! Ini perdana kita liburan berempat ajah… FUNTASTIC FOUR😛😂 Biasanya keluarga kinosgina selalu bedol desa yakan, banyak rombongannya🤣 tp kali ini kami memberanikan diri ber4 aja road-trip pula😎😎 Tnyata seruuuuu….. dan anak2 setiap ditanya happy ga? Mereka dg sgt excited jawab HAPPY👏🏻👏🏻👏🏻 Alhamdulillah ❤️❤️ walopun tetep aja yaa ga semulus itu, ada aja ujiannya🤣 Mayuta ku yg sering bikin sport jantung, main kesana kemari tanpa suara tetiba ilang aja, Astaghfirullahaladzim🫣🤣 #kinosgina #kinossquad #family #liburan #couple #masyaallahtabarakallah #utauti"
iranndha,iranndha_1,"YaAllah alhamdulillah terima kasih atas kesempatan dan rezeki yang kau berikan sampai detik ini, izinkan kami untuk jadi lebih baik lagi yaRabb.. semoga secepatnya kita bisa kesini lagi bersama orang orang yang kami sayang lebih banyak lagi inshaAllah🤲🖤"
iranndha,iranndha_2,“Kak aku pokoknya kanan ya” 🙏
iranndha,iranndha_3,😆🫶
iranndha,iranndha_4,@hijabchic x @nabillasyal ♥️
iranndha,iranndha_5,🖤✨
ameliandanii,ameliandanii_1,Embracing the 8 months belly❤️👶🏻
ameliandanii,ameliandanii_2,Audio asli
ameliandanii,ameliandanii_3,Only few more weeks!❤️ #pregnancyjourney
ameliandanii,ameliandanii_4,Looking cute with fiance top @hollingberry_cloth 🌺
ameliandanii,ameliandanii_5,"short trip, long lasting joy🍃"
jenniferbachdim,jenniferbachdim_1,"Moms can relate, any kind of spot can totally throw me off 😅 Especially when it’s dark spots on my face… close-ups? No thanks. But that’s no longer a worry, because CeraVe Retinol Serum that helps keep my skin calm, clear, and effortlessly glowing 🥰 #CeraVeID #ClearYourSkinLikeADerm"
jenniferbachdim,jenniferbachdim_2,Guysss still can’t believe I’m preparing for my virgin half marathon!!! From I HATE RUNNING — to signing up for a HM! That’s crazy! 🤪🙈 ...
jenniferbachdim,jenniferbachdim_3,Ready to celebrate #Dioriviera 2025 collection @dior 🩵✨ PS: excuse the suara dari tukang 🙈😅
jenniferbachdim,jenniferbachdim_4,You are all invited to IONATION 2025 - The Biggest Workout & Wellness Festival in Indonesia by ION WATER! ...
jenniferbachdim,jenniferbachdim_5,Another day in Singapore #teamBachdim
dilanjaniyar,dilanjaniyar_1,malam minggu kami 🥰🤍
dilanjaniyar,dilanjaniyar_2,"Whoapps hawloo temen temen ?!🧚🏻‍♀️ After 4 bulan adik surgery udah secakep ini yaw mulaii keliatan natural thow mbaakk 😍 Udah kek 80% nya ini mah best bangetttt foto dari angel mana pun ga masalah 🤭✨ Kantong mata yang menghitam itu udah pudar, mukaku udh mengecil sesuai request dong pastinya 🥰 Super happyyy, ga sabar deh buat liat 100% nyaaaaa 🥳🤩 Dari awal surgery di @indonesia_banobagi sampai sekarang ga kerasa sakit yg bener bener nyeri gitu💖 Tentunya di temani @myvenus.io dong 💕🙌🏻"
dilanjaniyar,dilanjaniyar_3,"Seneng bgt kali ini beli mobil yg dipake cuma buat diri sendiri, bukan buat nightdrive sama cewe lain😝🤭"
dilanjaniyar,dilanjaniyar_4,"Whoapps hawloo temen temen ?!🧚🏻‍♀️ After 3 bulan adik surgery udah secakep ini yaw mulaii keliatan natural thow mbaakk 😍 Udah kek 80% nya ini mah best bangetttt foto dari angel mana pun ga masalah 🤭✨ Kantong mata yang menghitam itu udah pudar, mukaku udh mengecil sesuai request dong pastinya 🥰 Super happyyy, ga sabar deh buat liat 100% nyaaaaa 🥳🤩 Dari awal surgery di @indonesia_banobagi sampai sekarang ga kerasa sakit yg bener bener nyeri gitu💖 Tentunya di temani @myvenus.io dong 💕🙌🏻"
dilanjaniyar,dilanjaniyar_5,"cukup kita aja yang pernah jadi korban cowo mokondo, kalian jangan yaa.. be realistic, cari yang setara agar semua pengorbananmu tidak menjadi penyesalan 🥰🤍🙏"
sarwendah29,sarwendah29_1,I’m proud of you @thaliaputrionsu and @thaniaputrionsu 😘 #SW #Sarwendah #Transisi
sarwendah29,sarwendah29_2,Kebahagiaan terbesar aku 🥰 #SW #Sarwendah #DuniaBunsar
sarwendah29,sarwendah29_3,"Cek rumah baru, tunggu part 2 ya 🥰🥰 #SW #Sarwendah #betrandpetoputraonsu"
sarwendah29,sarwendah29_4,"Girls time, anak2 udh bisa minta ngafe dan pilih cafe sendiri sambil ngobrol seru, cepet bgt gede sihhh nakkk udh bisa jadi bestienya bundaaaa🥰🥰🥰 #SW #Sarwendah #DuniaBunSar"
sarwendah29,sarwendah29_5,My squad hero 😎 #SW #Sarwendah #transition
attahalilintar,attahalilintar_1,🇮🇩🤍
attahalilintar,attahalilintar_2,🥹Alhamdulillah Masjid Ahha ke 5 sudah rampung ❤️ Masjid ini semoga jadi manfaat buat santri yatim piatu hafiz dan juga masyarakat sekitar sini 🖤 Bismillah semoga Masjid2 Ahha berikutnya bisa terus berlanjut ya Allah ya rab 🤲🏻 Jumat berkah + Ramadhan Berkah hari inii kita pilih dari comment @ahhaberbagi
attahalilintar,attahalilintar_3,"Tempat ku melepas penat 😮‍💨 Dream come true! Semoga banyak lagi mimpi tercapai disini! Dan juga mimpi Anak2 muda berbakat lain yang bisa berkarya disini ;) Not Only about Money, This is bout to make an Impact and Legacy! 💪🏻 #PengusahaYangGila2Music😅"
attahalilintar,attahalilintar_4,"Saya yang kerja, dia yang belanja. Yang makan dia, yang bayar saya juga 😩 Untung yang dibeli Crystal Kitty Freeze-Dried Treats — ✅ 99% daging asli ✅ Tanpa pewarna, tanpa pengawet ✅ Bisa dimakan langsung atau dijadiin topping! Fix! Kucing zaman sekarang makin picky & gengsian 😼✨"
attahalilintar,attahalilintar_5,Prince Abdullah NEXT Fight!! Clan KK?!! Seru!! Yang mau turun gelanggang harus nonton!! FULL VIDEO Need A Talk at Youtube AH
raditya_dika,raditya_dika_1,Ada yang main juga?
raditya_dika,raditya_dika_3,Momen 2 detik hilang. 😅
raditya_dika,raditya_dika_2,Sampai jumpa nanti malam di @halumusicfestival 😬
raditya_dika,raditya_dika_4,Menjawab pertanyaan soal komunitas gue.
raditya_dika,raditya_dika_5,Pre-order digital download stand up comedy Cerita Sialku di https://www.radityadika.com/ceritasialku
iqbaal.e,iqbaal_e_1,Kamar anak bujang kelahiran 99👦\n\n#throwback syuting program IQBAAL Season 2 bersama @vindes.ig @sakerrrrrrr. Disutradarai @bintangguno dan difoto pake tustel medium format oleh pak @jozz_felix. Good times🤙
iqbaal.e,iqbaal_e_2,"1 hari menuju BAALE Fortuna Live in Kuala Lumpur🇲🇾\n\nJust touched down @ KLIA. Headed for lunch then who knows what's next. The plan is no plan. I know I should be resting but this feeling is too heavenly I might just explode. So, surely with hardship comes ease. Haven't even performed, but I feel grateful already. STILL, very excited to see you Malaysian friends!🫵\n\nCheck ilassotickets.com/baale for tickets and we will see you tomorrow :) \m/"
iqbaal.e,iqbaal_e_3,"2 hari menuju BAALE Fortuna Live in Kuala Lumpur, Malaysia🇲🇾🤒Kemarin, paska latihan dan gladi resik untuk show di Malaysia, tiba-tiba badan ini menggigil hebat. Ga biasanya terjadi serangan akut begini... (dipotong untuk ringkas)"
iqbaal.e,iqbaal_e_4,"3 hari lagi, untuk pertama kalinya, aku tampil di Kuala Lumpur, Malaysia🇲🇾\n\nKali ini, sebagai BAALE. Proyek soloku yang, kalau dihitung dari panggung pertama kami, umurnya baru genap 1 tahun per kemarin. Kali ini, aku datang bukan sebagai aktor. Yang lakonnya ternyata cukup dikenal di sana. Kali ini, bukan juga sebagai apa yang dikenal di masa yang lalu. Grup musik yang juga katanya sempat menemani masa kecilnya dewasa muda kawan-kawan Malaysia sejak 2011. Kali ini, aku datang mengenalkan album Fortuna debut album BAALE dan membuat pertunjukkan spesial di ZeppKL untuk tanggal 15 besok.\n\nKali ini, degdegannya berlebih. Ingin kasih yang terbaik untuk semua yang terlibat dan mereka yang akan hadir nonton. Kali ini, bangganya juga berkali lipat. Karena ku lihat sendiri bagaimana seluruh tim bekerja dengan maksimal di pos masing-masing. Secara, ini pertunjukan besar pertama kami bersama di luar Indonesia. Kali ini juga, senangnya berlipat ganda. Karena setelah hampir 1 dekade, akhirnya aku bisa berdiri di kaki sendiri dan bawain karya sendiri ;)\n\nKali ini, tanpa melupakan masa yang lalu, ku harap bisa mengenalkan musik dan sisi diriku kini, yang gak sering terlihat. Untuk mereka yang sudah lama atau pun untuk kamu yang baru. Kali ini, izinkan aku berkenalan lagi. Sampai berjumpa ya! 👋🇲🇾✨️"
iqbaal.e,iqbaal_e_5,We should go out and nyurug more often
sinisukanthony,sinisukanthony_1,Anthony & Mitzi Wedding #icONIcloveforMITZI
sinisukanthony,sinisukanthony_2,I have found the one whom my soul loves - Song of Solomon 3:4 The Holy Matrimony of Anthony & Mitzi #icONIcloveforMITZI
sinisukanthony,sinisukanthony_3,"And now there is three remain faith, hope and love. But the greatest of these is LOVE"
sinisukanthony,sinisukanthony_4,We made a wish and now we’re waiting for our little miracle 🤍
sinisukanthony,sinisukanthony_5,"@sinisukanthony recently touched down in Guangzhou, Hangzhou, Nanjing, and Shanghai, sharing plenty of smiles, selfies, and special moments with VICTOR supporters 🏸💙"
rizkyfbian,rizkyfbian_1,"Bahagia itu kita yang ciptakan, apapun berkah dan cobaan yang datang ke kita percayalah itu semua adalah anugerah untuk kita. Terimakasih untuk teman-teman yang sudah menyempurnakan lagu ini dari video-video moment bahagia versi kalian. Fan Compilation Senandung Bahagia sudah rilis, moment bahagia lainnya bisa kalian tonton di youtube aku."
rizkyfbian,rizkyfbian_2,BALI MENGPADEL 💙
rizkyfbian,rizkyfbian_3,Next Trip …???! 💙
rizkyfbian,rizkyfbian_4,Always happy with u 💙
rizkyfbian,rizkyfbian_5,"Bukan cuma indah , tapi km jadi tempat paling tenang"
felix.siauw,felixsiauw_1,KITA & Pembebasan Baitul Maqdis Berikutnya
felix.siauw,felixsiauw_2,"Udah pada tau kan kalo bogor bukan cuma hujannya yang banyak, tapi pelarinya juga?!"
felix.siauw,felixsiauw_3,MU susah banget nge golin doang 😆
felix.siauw,felixsiauw_4,"Karena sudah pada tau, untuk apa ditutup-tutupi 🍉🍉🍉\n\nIni foto lama, bersama sahabat lama, John Watson, di kantor Himpunan Tampan Internesyenel (HTI) di LONDEN, Baker Street 221B\n\nFoto diambil sebelum WW1\n\n🍉🍉🍉\n\nTag sahabat kalian yang juga anggota HTI"
felix.siauw,felixsiauw_5,Episode terbaru sudah tayang!\n\nMembahas apa itu kajian dan hidayah menurut @felix.siauw\n\nSelengkapnya cek di YouTube kami para Sekoci!🐉
pandji.pragiwaksono,pandji_1,"Yang masi punya pertanyaan silakan sikat di kolom komentar ya, gue bantu jawab secepatnya.\n\nSelamat berjuang!\n\n#MensRea dipromotori oleh @comikaevent\nDisponsori oleh @banksaqu"
pandji.pragiwaksono,pandji_2,"SEBENTAR LAGI, SELURUH KATEGORI TIKET MENS REA KEMBALI BISA DIBELI!\n\n10 Mei 2025\nMulai 10 pagi WIB\nDi mensrea.id\n\nTermasuk tiket live streaming seharga 300rb\n\nTapi inget, kalau kamu baru buka rek Bank Saqu, dapet potongan Rp 100.000 utk beli tiket Mens Rea.\n\nTermasuk utk live streaming yg jadi cuma 200rb kalau kamu buka rek Bank Saqu"
pandji.pragiwaksono,pandji_3,"Penjualan tiket Mens Rea Jakarta periode normal semakin dekat!\n\nBuat kalian yang mau diskon tambahan sebesar 100k, jangan lupa geser slide nya sampai habis ya!"
pandji.pragiwaksono,pandji_4,"O-nya apa?\n\n#ketawainaja\n\nStand Up Comedy Show Rabu, Kamis, Jumat hanya di Comika Comedy Club, cek tiketnya di tix.comika.id"
pandji.pragiwaksono,pandji_5,Nothing\n\n🔥🔥🔥
rey_bong26,reybong_1,"THE TRAILER IS OUT!!!! 🔥🎬\nSaksikan \Jodoh 3 Bujang\"" tanggal 26 Juni 2025 di Bioskop kesayangan Anda!!!❤️"""
rey_bong26,reybong_2,Deleted Scene Ahmad & Ibu Kantin 😭 Yuk saksikan perjalanan lengkap Ahmad @rey_bong26 menuju hari pernikahannya di film JODOH 3 BUJANG ✨ Tonton hari ini di Bioskop!
rey_bong26,reybong_3,A night to remember! ✨\n\nGala Premiere Jodoh Tiga Bujang was filled with laughter and a whole lot of love for local cinema.\n\nProud to witness this special moment before it hits the big screen!\n\n🎥: @dhikaramadhana\n\n#AlaraTalentManagement #JodohTigaBujang #ReyBong
rey_bong26,reybong_4,bawa benda tumpul buat ketemu Jajang\nmy days are full of thinking about Jodoh 3 Bujang 🙂‍↔️🐒🦋 jiaaaaahh jiah
rey_bong26,reybong_5,BABY R U READY FOR @jodohtigabujang ??\n26 JUNI YAAA 🎉
aryamohan7,aryamohan7_1,mohan ucapin aku ultah dongg🙌🙌
aryamohan7,aryamohan7_2,pangkuu doang sayangg 😍❤️
aryamohan7,aryamohan7_3,Moh kamu surfing dmna
aryamohan7,aryamohan7_4,"🌌 Desain futuristik, performa brutal.\nArya Mohan nggak asal pilih — karena TECNO POVA 7 Series bukan sekadar smartphone, tapi bagian dari gaya hidupnya.\n\n✨ Next Level Stylish di tangan, percaya diri di setiap langkah.\nSiap tampil standout dan dominasi momen seperti Arya? 💥\n\nlink.tr.ee/tecno.indonesia\n\n#NextLevelStylish\n#POVA7\n#POVA75G\n#POVACurve5G\n#POVA7Ultra5G\n#POVA7Series\n#TECNOIndonesia\nnaik motor naik motor"
aryamohan7,aryamohan7_5,"Di balik layar, @aryamohan7 tetap Next Level! 😎 Siap meledak dengan energi dan performa 🔥📱\n\n❤️ Buat fans @aryamohan7 mana suaranyaaaa 📣 komen di bawah dan tunjukkan antusiasme kalian ⭐\n\n#NextLevelStylish\n#POVA7\n#POVA75G\n#POVACurve5G\n#POVA7Ultra5G\n#POVA7Series\n#TECNOIndonesia"
harry.vghn,harry.vghn_1,"Harry is the Mr. F. 🔥\n\nAnd…\n\nSaksikan sinetron #AsmaraGenZ setiap hari, pukul 16.45 WIB hanya di SCTV!\n\n#SCTVSinetron #AsmaraGenZ #SCTVKreatif #BullyBukanGenZ"
harry.vghn,harry.vghn_2,DIE EASY.
harry.vghn,harry.vghn_3,HARQEEL 🔴🟡\n@aqeelacalista & @harry.vghn at\n#sctvmusicawards2025
harry.vghn,harry.vghn_4,🔴🟡 @harry.vghn at #sctvmusicawards2025
harry.vghn,harry.vghn_5,Biar ga kusem pas jemput little girl thanks @glad2glow 🫡
williamroberts08,williamroberts08_1,"Aqeela hilang? 😱🤣💥\n\nSaksikan sinetron #AsmaraGenZ setiap hari, pukul 17.00 WIB hanya di SCTV!\n\n#SCTVSinetron #AsmaraGenZ #SCTVKreatif #BullyBukanGenZ"
williamroberts08,williamroberts08_2,"Lagi-lagi yang main sinetron ganteng semua… eh, ternyata satu keluarga?!\n\nAda @cinta_brian, @juniorrobertss dan @williamroberts08 di sinetron SCTV! Kalian paling suka siapa nih? 👀💭💥\n\n#AsmaraGenZ #SeharumCintaMelati #SCTVSinetron #SCTVKreatif"
williamroberts08,williamroberts08_3,"Yuhuuu!! Siap jadi bintang Gen Z selanjutnya?\n\nJangan lupa ikutan audisi online dan offiline #AGZMencariBintangWOW sekarang 🥳💥\n\nDan kamu bisa ikutan audisi offlinenya di sini:\n\n⭐ Surabaya | Chameleon Hall Tunjangan Plaza, 6 Juli 2025 bersama @flaviozavieraa\n\n⭐ Bandung | Festival Citylink Mall, 13 Juli 2025 bersama @ciara_nadine_brosnan\n\n⭐Yogyakarta | Plaza Ambarukmo, 20 Juli 2025 bersama @vaniapriscilla.real\n\n⭐ Jakarta | Neo Soho, 27 Juli 2025 bersama @aqeelacalista dan @harry.vghn\n\n#SCTVSinetron #AsmaraGenZ #AGZMencariBintangWOW #Audisi"
williamroberts08,williamroberts08_4,keluarga cemara🌲
williamroberts08,williamroberts08_5,Di Skincare in👀 #SKIN1004_Homme #Cleanguy_Skin1004 #Maleskin1004
